Name,logfc,pvals_adj,celltype,fc
CTSH,4.375776,2.863472484875992e-102,Macrophage Cell,20.760595
UCP2,4.304078,3.186837422211553e-102,Macrophage Cell,19.75407
PSMB8,5.3030205,1.5642645727585988e-96,Macrophage Cell,39.479187
CD52,9.051281,3.989823233140839e-91,Macrophage Cell,530.5265
CST3,1.3488576,4.767620822472002e-118,Macrophage Cell,2.5471034
C3AR1,11.66227,2.2184137148480494e-88,Macrophage Cell,3241.104
CD53,9.262202,2.0637961293627842e-88,Macrophage Cell,614.0457
STAB1,8.884222,1.9664947240839827e-87,Macrophage Cell,472.51688
KCTD12,5.50409,3.2050147262327365e-88,Macrophage Cell,45.383305
ARRB2,7.166682,8.065787084323572e-83,Macrophage Cell,143.67665
PLEK,8.562563,2.700935328407787e-82,Macrophage Cell,378.084
GPR183,9.08451,6.3322070806393674e-80,Macrophage Cell,542.88763
PTPN6,7.3249583,2.9013823517267346e-80,Macrophage Cell,160.33641
HPGDS,5.965392,2.4602040280400536e-80,Macrophage Cell,62.483013
TNF,10.097185,3.1155744427570994e-78,Macrophage Cell,1095.3567
HCLS1,8.959576,5.626251739945971e-78,Macrophage Cell,497.85287
GPR65,10.02017,6.3905701023559395e-77,Macrophage Cell,1038.417
SLC15A3,8.395046,3.7052042731411194e-75,Macrophage Cell,336.63614
FAM49B,5.445886,6.6621006807557335e-77,Macrophage Cell,43.588818
IRF8,6.5586085,5.502953669426123e-70,Macrophage Cell,94.26227
SLAMF9,10.347995,8.590205587450764e-69,Macrophage Cell,1303.3373
NCF1,9.556597,1.901532410560638e-68,Macrophage Cell,753.0473
NCF4,9.100506,9.678142645442019e-68,Macrophage Cell,548.9404
CCR1,10.508819,3.433288445414251e-67,Macrophage Cell,1457.0338
LTC4S,8.658436,2.3280555838030145e-66,Macrophage Cell,404.06284
MAFB,4.8413315,2.0338306660222234e-67,Macrophage Cell,28.667248
ARHGAP30,8.325846,1.2777634136369932e-61,Macrophage Cell,320.87012
FERMT3,7.0071645,7.706029346712651e-59,Macrophage Cell,128.63724
RUNX1,4.2524834,8.627971739698418e-60,Macrophage Cell,19.060095
LMO2,5.859363,3.92929017176765e-58,Macrophage Cell,58.05559
CCL2,5.481997,3.265120321341383e-58,Macrophage Cell,44.693623
IGSF6,10.337489,2.881993923989734e-57,Macrophage Cell,1293.8809
NCKAP1L,9.132995,6.783702142008462e-57,Macrophage Cell,561.44257
IER5,3.3540287,3.390332433046299e-58,Macrophage Cell,10.2249975
ARL4C,6.4632025,1.2826396500390377e-54,Macrophage Cell,88.230316
C5AR1,10.08641,9.361596965212334e-54,Macrophage Cell,1087.2059
GPR34,9.525217,1.4695236674218258e-53,Macrophage Cell,736.84485
SLCO2B1,6.9386063,1.9810866221474722e-53,Macrophage Cell,122.667244
REL,4.8895416,2.649397116560108e-53,Macrophage Cell,29.6414
CD48,8.144195,4.668082616144732e-52,Macrophage Cell,282.90906
TNFAIP3,5.792439,1.356365483142104e-51,Macrophage Cell,55.424004
CLEC2D,4.0154996,1.5802368752626696e-52,Macrophage Cell,16.172823
MARCKS,2.8556397,1.644491700375748e-52,Macrophage Cell,7.238244
NLRP3,8.987709,1.2548566227700058e-48,Macrophage Cell,507.6566
IL10RA,8.819558,3.304404525267685e-47,Macrophage Cell,451.80554
PYCARD,3.9038033,7.137508684634689e-47,Macrophage Cell,14.967936
F13A1,9.724056,9.771942780309992e-45,Macrophage Cell,845.7317
LIMD2,4.663042,3.5907865359539345e-43,Macrophage Cell,25.334686
RGS2,3.5816798,7.956132908373142e-43,Macrophage Cell,11.972727
ITGB2,7.191935,4.0460863056468977e-41,Macrophage Cell,146.21373
RUNX3,7.190668,4.299162096394812e-40,Macrophage Cell,146.08539
HPGD,3.734921,9.717252921680331e-40,Macrophage Cell,13.31445
OSM,8.822855,7.030843528547032e-39,Macrophage Cell,452.8392
PSMB9,3.9801624,8.93742895627236e-39,Macrophage Cell,15.7815
ARHGAP15,6.4277935,6.048509873681502e-36,Macrophage Cell,86.09118
ST3GAL6,3.5790813,1.0258358982285125e-35,Macrophage Cell,11.951181
SLA,7.6927905,4.294788069460008e-35,Macrophage Cell,206.9001
KLF6,2.4506812,1.9179150464621235e-36,Macrophage Cell,5.4667416
LCP2,7.4170003,6.382818617050979e-35,Macrophage Cell,170.89902
WAS,7.760674,8.150327880749634e-35,Macrophage Cell,216.8681
SH3BGRL3,2.5871537,6.764430883386972e-36,Macrophage Cell,6.00912
SLC11A1,6.691281,1.5766248009095997e-34,Macrophage Cell,103.34185
PREX1,5.1966176,2.7246902846377488e-34,Macrophage Cell,36.672268
MSR1,9.113474,4.3676942172827026e-34,Macrophage Cell,553.897
LPAR6,3.8162553,2.1720435866240224e-34,Macrophage Cell,14.0866375
CCR5,7.8794165,5.3984582384790065e-34,Macrophage Cell,235.47278
TAGAP,7.157115,1.7183787548608144e-33,Macrophage Cell,142.72705
VAV1,7.849238,9.050339600161233e-33,Macrophage Cell,230.59828
MARCH1,7.7914057,9.697489079092985e-33,Macrophage Cell,221.53728
BANK1,8.191755,1.316239064276366e-32,Macrophage Cell,292.39102
DOCK10,4.6594224,1.1985873947712902e-32,Macrophage Cell,25.271202
CFP,5.697383,3.4587369816310857e-32,Macrophage Cell,51.88994
DOCK8,5.799558,6.450553744014763e-32,Macrophage Cell,55.698177
CASP1,7.1542287,1.5343814570187223e-31,Macrophage Cell,142.44179
BIN2,6.712472,1.9031857749163729e-31,Macrophage Cell,104.871
TNFAIP8,3.1696749,1.0071936295734122e-31,Macrophage Cell,8.99844
RASGEF1B,4.3034077,3.0826628708363576e-31,Macrophage Cell,19.744892
FMNL1,6.614096,1.4487012032412851e-30,Macrophage Cell,97.95833
RASSF4,3.8880205,1.2034025837127255e-30,Macrophage Cell,14.805081
RHOG,3.3779104,2.1695151764163626e-30,Macrophage Cell,10.395667
SLC9A9,4.358155,4.8248752046689346e-29,Macrophage Cell,20.508566
CD84,6.692196,1.1210224599862391e-28,Macrophage Cell,103.40742
CD93,4.969762,2.4872008157702836e-27,Macrophage Cell,31.336277
CSK,3.0609066,3.0150874777455184e-27,Macrophage Cell,8.344969
BST2,2.5816884,3.455390970398339e-27,Macrophage Cell,5.986399
CREB5,4.08628,1.8271407892741227e-26,Macrophage Cell,16.986065
P2RX7,5.0945606,4.5795934437348186e-26,Macrophage Cell,34.167683
TPM3,2.1355288,3.067954909530564e-26,Macrophage Cell,4.3939815
P2RY13,9.740794,7.344726868978285e-25,Macrophage Cell,855.6009
CD163,8.409333,1.0363128895395515e-24,Macrophage Cell,339.98642
PLAU,4.821843,3.672634221816682e-24,Macrophage Cell,28.282606
IKZF1,6.0526967,3.8908705965082095e-24,Macrophage Cell,66.38092
PIK3CG,7.6392627,1.904326648796455e-23,Macrophage Cell,199.36421
ORAI1,2.8395634,1.557363069471015e-23,Macrophage Cell,7.158034
ABCA9,3.0076199,1.9838690654180742e-23,Macrophage Cell,8.042365
PDGFB,4.6899,9.186720808105084e-23,Macrophage Cell,25.810745
FOLR2,6.6836348,9.895334200929941e-23,Macrophage Cell,102.7956
ABI3,5.639567,1.6737063067710664e-22,Macrophage Cell,49.851566
CD36,7.782334,3.858753040714937e-22,Macrophage Cell,220.1486
LPXN,6.2743134,4.728133885776265e-22,Macrophage Cell,77.40278
SLC43A2,3.7718396,5.617373740307912e-22,Macrophage Cell,13.659565
VAMP8,2.024461,5.362510325344537e-22,Macrophage Cell,4.0683985
CYTIP,5.2934494,2.79108053251042e-21,Macrophage Cell,39.218143
HAVCR2,7.9398637,7.366457435555054e-21,Macrophage Cell,245.54842
PMAIP1,5.4665265,2.322489614407356e-20,Macrophage Cell,44.216915
ARHGAP25,5.64407,2.683433099980323e-20,Macrophage Cell,50.007416
IL1A,5.1053925,2.9462920050604235e-20,Macrophage Cell,34.425182
ITGA4,3.957979,4.999292121678816e-20,Macrophage Cell,15.540693
PLTP,2.4151056,3.719260342216795e-20,Macrophage Cell,5.3335853
WIPF1,3.2286854,6.536887118832585e-20,Macrophage Cell,9.374133
HMOX1,2.4947476,5.350557145864708e-20,Macrophage Cell,5.636297
DOK2,6.6083846,1.1211299388685696e-19,Macrophage Cell,97.57128
EPS8,4.016362,1.8456875032628263e-19,Macrophage Cell,16.182495
RPS6KA1,3.3016918,1.9687396892439097e-19,Macrophage Cell,9.860711
RCSD1,3.0067592,3.6843663188561005e-19,Macrophage Cell,8.037569
RGS19,3.0919588,4.677714545140996e-19,Macrophage Cell,8.526529
TMEM176A,1.2978129,3.060467882156935e-19,Macrophage Cell,2.4585588
ZEB2,1.765996,6.344797523917336e-19,Macrophage Cell,3.4010873
LYVE1,6.4413414,1.4443008581898537e-18,Macrophage Cell,86.90344
PKIB,3.5033956,2.069283201738051e-18,Macrophage Cell,11.340368
ARHGEF6,2.8384674,3.2047021096138804e-18,Macrophage Cell,7.152598
AIM2,6.2751584,8.431029775418268e-18,Macrophage Cell,77.44812
SAMSN1,5.5147614,1.6244946709538893e-17,Macrophage Cell,45.720253
CAMK1D,2.463089,1.808500769381809e-17,Macrophage Cell,5.513961
HCST,5.0145183,4.4115922645718507e-17,Macrophage Cell,32.32365
SP140,3.421388,6.204852994047159e-17,Macrophage Cell,10.713722
ATF3,1.4968468,3.701482141310828e-17,Macrophage Cell,2.822252
RHOH,2.653963,8.067086044152823e-17,Macrophage Cell,6.2939386
SMAP2,2.3684494,1.2492626986794877e-16,Macrophage Cell,5.1638584
LY96,3.3297992,1.7074764656123234e-16,Macrophage Cell,10.054707
TNFSF13B,6.490116,3.532518944215479e-16,Macrophage Cell,89.89171
RNASE6,7.0371113,4.503801219343563e-16,Macrophage Cell,131.33533
ARHGAP9,4.166908,6.977635363575163e-16,Macrophage Cell,17.962395
GPSM3,2.138759,7.725042204686516e-16,Macrophage Cell,4.4038305
GAS7,2.5891838,1.987804512719546e-15,Macrophage Cell,6.017582
STK10,3.173011,2.9676865654869088e-15,Macrophage Cell,9.019273
TMEM243,2.400421,3.0198116489157018e-15,Macrophage Cell,5.279572
IL16,4.5093064,3.702337864125937e-15,Macrophage Cell,22.773851
MATK,6.0562115,4.8250376831030684e-15,Macrophage Cell,66.54284
SH3BP1,2.4044292,8.152983411713163e-15,Macrophage Cell,5.2942605
ARHGAP19,4.4640737,1.1003378230103008e-14,Macrophage Cell,22.070902
ARHGAP4,5.034802,1.2587896776604165e-14,Macrophage Cell,32.78132
TMEM176B,1.0562649,8.709000696917356e-15,Macrophage Cell,2.0795407
CHD7,2.5974753,1.278853115337398e-14,Macrophage Cell,6.0522656
AKNA,3.1052296,1.4310684008720047e-14,Macrophage Cell,8.605324
SEMA4D,3.2025506,3.956940909443808e-14,Macrophage Cell,9.205848
ABRACL,1.8281188,4.6579404762766524e-14,Macrophage Cell,3.5507379
PLCG2,3.3292696,9.61214528479681e-14,Macrophage Cell,10.051017
PTGER4,2.108791,1.7045520985117972e-13,Macrophage Cell,4.313297
ARHGAP22,3.7025688,2.0690588541170416e-13,Macrophage Cell,13.019198
TNFAIP2,2.7714,2.230282146978725e-13,Macrophage Cell,6.8277016
DENND1C,5.910966,2.6011328365167874e-13,Macrophage Cell,60.169727
TGFBR2,1.7606499,2.0801902836690926e-13,Macrophage Cell,3.3885074
SASH1,1.8468604,3.3685508777636646e-13,Macrophage Cell,3.597165
BATF,2.992737,5.892479579630589e-13,Macrophage Cell,7.959827
DOCK11,2.858635,6.498090841546934e-13,Macrophage Cell,7.2532873
MMP12,6.2383513,1.12912821132112e-12,Macrophage Cell,75.4972
RASSF5,2.806978,1.3645404768840658e-12,Macrophage Cell,6.9981713
ITGA6,1.935741,1.7669955294804497e-12,Macrophage Cell,3.8257456
CCL8,4.816134,3.4146071630133877e-12,Macrophage Cell,28.170904
DNASE1L3,9.44859,4.205273959434776e-12,Macrophage Cell,698.72955
STXBP2,2.1173928,4.480585176497059e-12,Macrophage Cell,4.339091
TRPV2,2.532354,4.872224139870023e-12,Macrophage Cell,5.785149
PRKCB,1.983123,8.993663635849393e-12,Macrophage Cell,3.9534795
DUSP6,1.8056005,1.148462796434772e-11,Macrophage Cell,3.4957464
TSC22D4,1.6531131,1.2180229723536439e-11,Macrophage Cell,3.1451159
CXCR4,3.2570348,1.5851912331155513e-11,Macrophage Cell,9.56016
TRAF3IP3,4.6375136,1.84870456245318e-11,Macrophage Cell,24.890333
PLCB2,5.0950303,2.550416198719708e-11,Macrophage Cell,34.17881
PAG1,2.2931967,2.5889752934447542e-11,Macrophage Cell,4.901409
NUAK2,2.4395185,3.471307021191116e-11,Macrophage Cell,5.4246063
PRCP,2.3313596,3.771500548824518e-11,Macrophage Cell,5.032794
ANXA3,1.7774307,3.660545761140781e-11,Macrophage Cell,3.4281511
TCIRG1,1.9711287,4.912583831990287e-11,Macrophage Cell,3.9207473
TNFRSF1B,2.6326804,5.38546303491067e-11,Macrophage Cell,6.2017717
TPST2,1.7789372,5.474118371630797e-11,Macrophage Cell,3.431733
COL14A1,2.175181,7.355315700282078e-11,Macrophage Cell,4.516424
EGFL7,2.110054,1.6831133214629985e-10,Macrophage Cell,4.3170743
FAM167B,3.4740262,2.062394943709024e-10,Macrophage Cell,11.111843
PLAUR,3.5742915,2.0928673346201276e-10,Macrophage Cell,11.911569
LIPA,1.6078482,2.37478534347773e-10,Macrophage Cell,3.0479689
SASH3,5.9226623,4.707755668376948e-10,Macrophage Cell,60.659523
ACP5,2.1053643,1.0015272327255372e-09,Macrophage Cell,4.303064
MKI67,3.3158617,1.2278815680191496e-09,Macrophage Cell,9.958039
SNX18,1.6260427,1.1619703198717945e-09,Macrophage Cell,3.0866518
ITPRIPL1,3.0976787,1.312287276595556e-09,Macrophage Cell,8.560402
AOAH,7.336943,2.3927481040616473e-09,Macrophage Cell,161.67392
SLC9A3R1,1.8637815,2.2848265933283868e-09,Macrophage Cell,3.6396039
JAML,3.9692616,3.379587267569054e-09,Macrophage Cell,15.662706
PRDM1,2.1533313,3.77306406175895e-09,Macrophage Cell,4.4485383
IL7R,3.8327804,4.593347372977093e-09,Macrophage Cell,14.248917
TSPAN13,1.8324986,5.3605063067464e-09,Macrophage Cell,3.5615335
LFNG,2.1789196,7.630569538722914e-09,Macrophage Cell,4.5281434
STK4,1.6737453,7.647107738593164e-09,Macrophage Cell,3.1904175
BTG1,1.0229906,7.92277883740131e-09,Macrophage Cell,2.0321271
TLR1,4.586645,1.1817450586842591e-08,Macrophage Cell,24.028008
IL1RN,5.042634,2.0257620556106508e-08,Macrophage Cell,32.959763
KCNJ10,4.857956,2.3609975606345716e-08,Macrophage Cell,28.999496
ADAP1,2.770994,2.6844751407932712e-08,Macrophage Cell,6.8257804
PIK3R6,3.6773067,3.706789789912921e-08,Macrophage Cell,12.793212
DEPDC7,3.2440987,7.771634374630872e-08,Macrophage Cell,9.47482
IL2RG,3.3966844,7.890679460269998e-08,Macrophage Cell,10.531832
CXCL10,1.8976829,9.266846551566433e-08,Macrophage Cell,3.7261426
CD69,4.155244,9.908234652579644e-08,Macrophage Cell,17.817759
SLC4A7,1.5842856,1.5467019151573793e-07,Macrophage Cell,2.9985929
IL1RL1,6.281869,2.2612343038226982e-07,Macrophage Cell,77.809204
SNX29,1.8069534,3.930265685918305e-07,Macrophage Cell,3.499026
LTB,3.1534479,5.3205997092293e-07,Macrophage Cell,8.897795
SPN,4.1673613,5.868679251253182e-07,Macrophage Cell,17.968042
MS4A4A,28.543045,7.336221921429405e-07,Macrophage Cell,391122430.0
CXCL1,1.3097528,8.169739849687414e-07,Macrophage Cell,2.4789906
CMTM3,1.2868387,1.0892566452107283e-06,Macrophage Cell,2.439928
CKB,0.9792099,1.0907929329415506e-06,Macrophage Cell,1.9713855
MAG,3.0711148,2.974762653664718e-06,Macrophage Cell,8.404224
CLGN,6.989886,4.711052504856201e-06,Macrophage Cell,127.10578
TSLP,2.0423508,5.968157820229663e-06,Macrophage Cell,4.1191616
SLAMF7,5.673671,6.337806972125052e-06,Macrophage Cell,51.044044
LSP1,1.1395808,7.312406834368557e-06,Macrophage Cell,2.20317
TSPAN33,2.4407437,7.71556750653195e-06,Macrophage Cell,5.4292154
MAP3K1,1.2613583,7.747535763685445e-06,Macrophage Cell,2.3972132
CAPN3,4.4776874,1.1619294975726996e-05,Macrophage Cell,22.280155
LY9,4.36425,1.3026985297894354e-05,Macrophage Cell,20.595398
FGR,4.884682,1.4948071681413058e-05,Macrophage Cell,29.541725
CD244,6.149684,1.56741236917178e-05,Macrophage Cell,70.996895
ANGPTL7,1.8192366,1.584642886174168e-05,Macrophage Cell,3.5289443
S1PR1,1.5083547,1.7667302342960643e-05,Macrophage Cell,2.844854
EGR2,1.101593,1.8430621741125203e-05,Macrophage Cell,2.145915
PSTPIP1,2.4454994,2.7612526400920462e-05,Macrophage Cell,5.4471416
DPEP2,3.8773339,3.3646212403146025e-05,Macrophage Cell,14.695819
APOLD1,1.654716,4.236362040629798e-05,Macrophage Cell,3.148612
ITGAL,4.065012,4.5910198275819726e-05,Macrophage Cell,16.737497
PLEKHM3,1.4666541,4.886070889929259e-05,Macrophage Cell,2.7638016
KMO,5.4342146,5.443184757186824e-05,Macrophage Cell,43.237602
SAMHD1,0.98610765,6.191356047005372e-05,Macrophage Cell,1.9808335
SLFN5,1.0735466,6.252666834025265e-05,Macrophage Cell,2.1046007
PTPN22,2.3438156,7.379408636904637e-05,Macrophage Cell,5.076434
GIMAP6,1.7401153,7.412119961699302e-05,Macrophage Cell,3.3406186
TNNI2,1.8758984,9.599431738316076e-05,Macrophage Cell,3.670301
CENPF,2.0341952,9.971365824737032e-05,Macrophage Cell,4.0959415
SLC2A5,4.9578085,0.0001047427537166081,Macrophage Cell,31.077715
GPR171,3.253353,0.00011400407806784288,Macrophage Cell,9.535794
DEF6,1.7371343,0.00012721476607469666,Macrophage Cell,3.3337233
TRIM14,3.357257,0.00014337269536139106,Macrophage Cell,10.247903
RAPGEF5,1.3822976,0.00015684878827479007,Macrophage Cell,2.606832
KIF21B,1.6119782,0.00021660630286714428,Macrophage Cell,3.056707
NCAPH,3.0345454,0.0002337116946667069,Macrophage Cell,8.193872
APOE,0.43852746,0.00024334316528037118,Macrophage Cell,1.3552204
PARP8,1.1274523,0.0002735466167298901,Macrophage Cell,2.1847258
ANKRD44,0.8869358,0.0004054134692604015,Macrophage Cell,1.8492442
GPR155,1.6225169,0.00043080179653974234,Macrophage Cell,3.0791175
IL1R2,3.4756114,0.0004723383760979728,Macrophage Cell,11.12406
TDRKH,1.5498781,0.0005164090203259901,Macrophage Cell,2.927924
IRF4,2.5444531,0.0005772122768285332,Macrophage Cell,5.8338695
CNP,1.0121816,0.0006036300125002379,Macrophage Cell,2.016959
ITGB7,2.2500641,0.0006125656930226715,Macrophage Cell,4.7570395
VSIG4,7.179955,0.0009560490286799109,Macrophage Cell,145.00462
DTX4,1.0591831,0.001012865501114254,Macrophage Cell,2.0837514
NLRC5,2.248171,0.0011226988804849743,Macrophage Cell,4.750802
FAM78A,4.3102474,0.0017003850652076615,Macrophage Cell,19.838724
ABL2,0.9530602,0.0020072760250557545,Macrophage Cell,1.9359748
STAT4,2.6741858,0.0027575724339478987,Macrophage Cell,6.382784
CARD11,3.4495337,0.0028198595045346,Macrophage Cell,10.92479
ETV1,0.8320729,0.0031065565921636865,Macrophage Cell,1.7802415
MBP,1.0865601,0.003351517428298377,Macrophage Cell,2.1236706
RASGRP1,2.4828153,0.003668674004868336,Macrophage Cell,5.589872
GRAP2,3.058163,0.003908684041551047,Macrophage Cell,8.329113
CCL5,2.7012572,0.003979233259599194,Macrophage Cell,6.503684
FAM107B,0.90109414,0.004525966958776868,Macrophage Cell,1.8674817
KLRD1,2.5179765,0.005053417726263001,Macrophage Cell,5.727782
NDC80,2.6458216,0.006061255575458879,Macrophage Cell,6.25852
TOP2A,1.340042,0.006641215505491295,Macrophage Cell,2.531587
MRM1,1.5168707,0.007052973704122352,Macrophage Cell,2.8616965
TNFSF8,2.7671032,0.007749954272142683,Macrophage Cell,6.807397
NOTCH1,0.70093304,0.00853764189691389,Macrophage Cell,1.6255558
NBEAL2,1.1641532,0.009152799623325984,Macrophage Cell,2.2410164
GAS2L3,1.0718458,0.009245343990801,Macrophage Cell,2.1021209
MMP9,3.723405,0.009279262970625562,Macrophage Cell,13.208592
ERCC6L,2.602323,0.00931717709123129,Macrophage Cell,6.072637
SLAMF1,1.9397922,0.009833147628562999,Macrophage Cell,3.8365037
FRMD4A,0.6529046,0.010803635382211824,Macrophage Cell,1.5723306
RAPSN,0.7055778,0.01141126007604455,Macrophage Cell,1.6307976
BTLA,3.7519534,0.014806917410819149,Macrophage Cell,13.472572
PPP1R12C,0.6130179,0.015000784525860967,Macrophage Cell,1.5294553
MX1,1.2990543,0.017501732830780645,Macrophage Cell,2.4606752
BMP2,0.7043555,0.019544195699466613,Macrophage Cell,1.6294166
PRIM2,0.92459387,0.02000205429578355,Macrophage Cell,1.8981498
RNF144B,1.0923775,0.020751951874457122,Macrophage Cell,2.1322513
PQLC2,1.0783498,0.02219006632506551,Macrophage Cell,2.1116192
LPL,0.57870525,0.025393811802594604,Macrophage Cell,1.4935083
AHCYL2,0.5680042,0.02784605714534051,Macrophage Cell,1.4824713
SH3BP5,0.5698456,0.028595198905343497,Macrophage Cell,1.4843647
CCR6,3.2476192,0.029875821608986202,Macrophage Cell,9.49797
OAS3,2.4497042,0.033854884169503156,Macrophage Cell,5.463041
PDE4B,0.53032124,0.035543027098708546,Macrophage Cell,1.4442507
ATP8A1,0.554811,0.037607375049060546,Macrophage Cell,1.4689761
CHST12,0.6011838,0.03784275937547942,Macrophage Cell,1.5169609
EXO1,2.0019255,0.03798717797589554,Macrophage Cell,4.005342
SMARCD2,0.5662775,0.04010899425296972,Macrophage Cell,1.4806981
CASP7,0.83409184,0.04038040887642303,Macrophage Cell,1.7827345
TMEM71,1.9144577,0.04290624336294377,Macrophage Cell,3.7697208
MTSS1,0.4882748,0.04538636280218614,Macrophage Cell,1.4027665
ELF1,0.49119905,0.04610593345056612,Macrophage Cell,1.4056126
PPP1R9A,0.5357887,0.05342115672791748,Macrophage Cell,1.4497344
KIF20B,1.2567257,0.06510910552737792,Macrophage Cell,2.389528
CST7,2.599699,0.06523472668755484,Macrophage Cell,6.0616016
ST6GAL1,0.5840142,0.06580180965457916,Macrophage Cell,1.4990144
STMN1,0.5184423,0.06787945578133926,Macrophage Cell,1.4324077
ESRRA,0.5056642,0.0803129060479409,Macrophage Cell,1.4197769
GRASP,0.4947888,0.09870752181468774,Macrophage Cell,1.4091145
HILPDA,0.52520305,0.10113945070825239,Macrophage Cell,1.4391361
P2RY10,1.6614821,0.10292888361687817,Macrophage Cell,3.1634133
EARS2,0.7792999,0.10336440190539095,Macrophage Cell,1.7162979
RALGPS2,0.42353195,0.1131208880490839,Macrophage Cell,1.341207
IFI44L,3.6481037,0.11330369903984892,Macrophage Cell,12.536856
PPM1M,0.42401418,0.11405515078556618,Macrophage Cell,1.3416555
RCVRN,0.9847227,0.12057057505162445,Macrophage Cell,1.9789329
PXN,0.39666775,0.12205433956739542,Macrophage Cell,1.3164637
KIFC1,1.5138061,0.12255287200235596,Macrophage Cell,2.8556242
FSCN1,0.43638924,0.13265702099375484,Macrophage Cell,1.3532133
SIGIRR,0.69339556,0.13954136185701543,Macrophage Cell,1.617085
IFIH1,0.45398957,0.13984719097506865,Macrophage Cell,1.3698231
CHRM3,0.96325904,0.1446236556538116,Macrophage Cell,1.9497093
IL18RAP,2.458557,0.1616138562672134,Macrophage Cell,5.4966664
XYLT1,0.5598035,0.16248299269304858,Macrophage Cell,1.4740684
LGALS3,0.34672862,0.164232516286793,Macrophage Cell,1.2716737
CENPM,1.1145844,0.17093361234704513,Macrophage Cell,2.165326
CENPI,1.7276193,0.17277987641872897,Macrophage Cell,3.3118086
LEPR,0.83064705,0.17315571165105384,Macrophage Cell,1.7784828
PTTG1,0.5231314,0.1816630837169469,Macrophage Cell,1.437071
KLF2,0.3003045,0.18317065605113345,Macrophage Cell,1.2314043
ANTXR2,0.3900692,0.20226386924412362,Macrophage Cell,1.3104563
GRK6,0.37036392,0.2089689226110811,Macrophage Cell,1.2926788
CRADD,0.3953727,0.21689836317070949,Macrophage Cell,1.3152826
CD28,1.8706009,0.21921701778928626,Macrophage Cell,3.6568487
C3,0.5912285,0.22104879446081124,Macrophage Cell,1.5065291
BEST1,1.143475,0.2385218778512837,Macrophage Cell,2.209125
HS1BP3,0.37390673,0.24006658262663005,Macrophage Cell,1.2958572
GRIN3B,2.6342812,0.24051240037660576,Macrophage Cell,6.208657
GADD45B,0.2726874,0.24868695084575423,Macrophage Cell,1.208056
TIE1,0.59378815,0.26215058702643174,Macrophage Cell,1.5092044
TTPAL,0.34052113,0.2811856283758335,Macrophage Cell,1.2662139
MICAL1,0.3148011,0.2904566650904604,Macrophage Cell,1.2438401
CHML,0.44398287,0.300063710930241,Macrophage Cell,1.3603547
SELP,1.2924976,0.3179238222743594,Macrophage Cell,2.4495175
VWA5A,0.2418354,0.3292548401915091,Macrophage Cell,1.1824961
WDR83OS,0.21677159,0.3614819023931676,Macrophage Cell,1.16213
BACH2,0.43981168,0.3704512501623606,Macrophage Cell,1.3564273
MMRN1,1.108142,0.3711138568875094,Macrophage Cell,2.1556783
